"tagID","tagProjectID","mfgID","dateBin","type","codeset","manufacturer","model","lifespan","nomFreq","offsetFreq","period","periodSD","pulseLen","tsSg","tagDeployID","sdID","deploymentStatus","dtStart","dtEnd","tsStart","tsEnd","tsStartAnticipated","deferSec","speciesID","speciesName","speciesCode","motusScientificName","motusEnglishName","motusFrenchName","bandNumber","markerNumber","markerType","latitude","longitude","elevation","sex","age","weight","wing","tarsus","culmen","bill","head","fatScore","comments"
"11010","38","219","2014-2","ID","Lotek4","Lotek","NTQB-3-2","","166.38","-0.5499","5.8984","0.0001","2.5","1403980959.9536","1551","","active","2014-07-27 15:18:00 +00:00","","1406474280.0000002","","","0.0","4690","Calidris pusilla","","Calidris pusilla","Semipalmated Sandpiper","Bécasseau semipalmé","","269170642","metal band","51.69170000","-80.55830000","","","","","","","","","","","{""ageID"":""AHY"",""bill"":18.2,""blood"":""Y"",""country"":""Canada"",""culmen"":18.2,""locationID"":""JBLP"",""province"":""Ontario"",""sexID"":""U"",""wing"":98,""comments"":null}"
"11011","38","220","2014-2","ID","Lotek4","Lotek","NTQB-3-2","","166.38","-0.5174","5.8984","0.0001","2.5","1403980960.0336","1552","","active","2014-07-26 06:17:00 +00:00","","1406355420","","","0.0","4760","Calidris fuscicollis","","Calidris fuscicollis","White-rumped Sandpiper","Bécasseau à croupion blanc","","264101406","metal band","51.69170000","-80.55830000","","","","","","","","","","","{""ageID"":""AHY"",""bill"":21.9,""blood"":""Y"",""country"":""Canada"",""culmen"":21.9,""locationID"":""JBLP"",""province"":""Ontario"",""sexID"":""U"",""wing"":126,""comments"":null}"
"11012","38","221","2014-2","ID","Lotek4","Lotek","NTQB-3-2","","166.38","-0.8585","5.8984","0.0001","2.5","1403980960.1096","1553","","active","2014-07-26 06:17:00 +00:00","","1406355420","","","0.0","4760","Calidris fuscicollis","","Calidris fuscicollis","White-rumped Sandpiper","Bécasseau à croupion blanc","","264101402","metal band","51.69170000","-80.55830000","","","","","","","","","","","{""ageID"":""AHY"",""bill"":23.3,""blood"":""Y"",""country"":""Canada"",""culmen"":23.3,""locationID"":""JBLP"",""province"":""Ontario"",""sexID"":""U"",""wing"":126,""comments"":null}"
"11013","38","222","2014-2","ID","Lotek4","Lotek","NTQB-3-2","","166.38","-0.6179","5.8984","0.0001","2.5","1403980960.1936","1554","","active","2014-08-01 10:31:00 +00:00","","1406889060","","","0.0","4690","Calidris pusilla","","Calidris pusilla","Semipalmated Sandpiper","Bécasseau semipalmé","","269170687","metal band","51.69170000","-80.55830000","","","","","","","","","","","{""ageID"":""AHY"",""bill"":18.9,""blood"":""Y"",""country"":""Canada"",""culmen"":18.9,""locationID"":""JBLP"",""province"":""Ontario"",""sexID"":""U"",""wing"":96,""comments"":null}"
"11014","38","223","2014-2","ID","Lotek4","Lotek","NTQB-3-2","","166.38","-0.645","5.8984","0.0001","2.5","1403980960.2816","1555","","active","2014-08-06 10:37:00 +00:00","","1407321420","","","0.0","4690","Calidris pusilla","","Calidris pusilla","Semipalmated Sandpiper","Bécasseau semipalmé","","246107824","metal band","51.69170000","-80.55830000","","","","","","","","","","","{""ageID"":""AHY"",""bill"":18,""blood"":""Y"",""country"":""Canada"",""culmen"":18,""locationID"":""JBLP"",""province"":""Ontario"",""sexID"":""U"",""wing"":96,""comments"":null}"
"11015","38","224","2014-2","ID","Lotek4","Lotek","NTQB-3-2","","166.38","-0.9435","5.8983","0.0001","2.5","1403980960.3576","1556","","active","2014-08-04 10:39:00 +00:00","","1407148740","","","0.0","4760","Calidris fuscicollis","","Calidris fuscicollis","White-rumped Sandpiper","Bécasseau à croupion blanc","","264101411","metal band","51.69170000","-80.55830000","","","","","","","","","","","{""ageID"":""AHY"",""bill"":22.5,""blood"":""Y"",""country"":""Canada"",""culmen"":22.5,""locationID"":""JBLP"",""province"":""Ontario"",""sexID"":""U"",""wing"":127,""comments"":null}"
"11016","38","225","2014-2","ID","Lotek4","Lotek","NTQB-3-2","","166.38","-0.6229","5.8984","0.0001","2.5","1403980960.4416","1557","","active","2014-08-06 10:37:00 +00:00","","1407321420","","","0.0","4690","Calidris pusilla","","Calidris pusilla","Semipalmated Sandpiper","Bécasseau semipalmé","","246107827","metal band","51.69170000","-80.55830000","","","","","","","","","","","{""ageID"":""HY"",""bill"":20.8,""blood"":""Y"",""country"":""Canada"",""culmen"":20.8,""locationID"":""JBLP"",""province"":""Ontario"",""sexID"":""U"",""wing"":98,""comments"":null}"
"17358","38","226","2014-2","ID","Lotek4","Lotek","NTQB-3-2","","166.38","0","5.8983","0","2.5","1398902400","1558","","active","2014-07-27 06:17:00 +00:00","","1406441820","","","0.0","4760","Calidris fuscicollis","","Calidris fuscicollis","White-rumped Sandpiper","Bécasseau à croupion blanc","","264101408","metal band","51.69170000","-80.55830000","","","","","","","","","","","{""ageID"":""AHY"",""bill"":23.4,""blood"":""Y"",""country"":""Canada"",""culmen"":23.4,""locationID"":""JBLP"",""province"":""Ontario"",""sexID"":""U"",""wing"":120,""comments"":null}"
"11017","38","227","2014-2","ID","Lotek4","Lotek","NTQB-3-2","","166.38","0.4614","5.8984","0.0001","2.5","1403980960.5296","1559","","active","2014-07-18 17:51:00 +00:00","","1405705860","","","0.0","4690","Calidris pusilla","","Calidris pusilla","Semipalmated Sandpiper","Bécasseau semipalmé","","246107907","metal band","51.79170000","-80.69170000","","","","","","","","","","","{""ageID"":""AHY"",""bill"":19.3,""blood"":""Y"",""country"":""Canada"",""culmen"":19.3,""fatScore"":3,""locationID"":""JBLR"",""province"":""Ontario"",""sexID"":""U"",""weight"":25,""wing"":96,""comments"":null}"
"11018","38","228","2014-2","ID","Lotek4","Lotek","NTQB-3-2","","166.38","-0.7885","5.8984","0.0001","2.5","1403980960.6136","1560","","active","2014-07-18 17:51:00 +00:00","","1405705860","","","0.0","4690","Calidris pusilla","","Calidris pusilla","Semipalmated Sandpiper","Bécasseau semipalmé","","246107908","metal band","51.79170000","-80.69170000","","","","","","","","","","","{""ageID"":""AHY"",""bill"":19.2,""blood"":""Y"",""country"":""Canada"",""culmen"":19.2,""fatScore"":2,""locationID"":""JBLR"",""province"":""Ontario"",""sexID"":""U"",""weight"":26,""wing"":99,""comments"":null}"
"11019","38","229","2014-2","ID","Lotek4","Lotek","NTQB-3-2","","166.38","-0.8763","5.8984","0.0001","2.5","1403980960.7096","1561","","active","2014-07-18 17:51:00 +00:00","","1405705860","","","0.0","4690","Calidris pusilla","","Calidris pusilla","Semipalmated Sandpiper","Bécasseau semipalmé","","246107909","metal band","51.79170000","-80.69170000","","","","","","","","","","","{""ageID"":""AHY"",""bill"":19.6,""blood"":""Y"",""country"":""Canada"",""culmen"":19.6,""fatScore"":4,""locationID"":""JBLR"",""province"":""Ontario"",""sexID"":""U"",""weight"":31,""wing"":99,""comments"":null}"
"11020","38","230","2014-2","ID","Lotek4","Lotek","NTQB-3-2","","166.38","-0.8743","5.8984","0.0001","2.5","1403980960.7896","1562","","active","2014-07-18 17:51:00 +00:00","","1405705860","","","0.0","4690","Calidris pusilla","","Calidris pusilla","Semipalmated Sandpiper","Bécasseau semipalmé","","246107910","metal band","51.79170000","-80.69170000","","","","","","","","","","","{""ageID"":""AHY"",""bill"":19.6,""blood"":""Y"",""country"":""Canada"",""culmen"":19.6,""fatScore"":2,""locationID"":""JBLR"",""province"":""Ontario"",""sexID"":""U"",""weight"":25,""wing"":96,""comments"":null}"
"11021","38","231","2014-2","ID","Lotek4","Lotek","NTQB-3-2","","166.38","-0.8997","5.8984","0.0001","2.5","1403980960.8776","1563","","active","2014-07-18 18:09:00 +00:00","","1405706940","","","0.0","4690","Calidris pusilla","","Calidris pusilla","Semipalmated Sandpiper","Bécasseau semipalmé","","246107911","metal band","51.79170000","-80.69170000","","","","","","","","","","","{""ageID"":""AHY"",""bill"":21.7,""blood"":""Y"",""country"":""Canada"",""culmen"":21.7,""fatScore"":2,""locationID"":""JBLR"",""province"":""Ontario"",""sexID"":""U"",""weight"":25,""wing"":101,""comments"":null}"
"11022","38","232","2014-2","ID","Lotek4","Lotek","NTQB-3-2","","166.38","-0.9129","5.8984","0.0001","2.5","1403980960.9496","1564","","active","2014-07-26 19:29:00 +00:00","","1406402940","","","0.0","4760","Calidris fuscicollis","","Calidris fuscicollis","White-rumped Sandpiper","Bécasseau à croupion blanc","","245114101","metal band","51.79170000","-80.69170000","","","","","","","","","","","{""ageID"":""AHY"",""bill"":23.4,""blood"":""Y"",""country"":""Canada"",""culmen"":23.4,""fatScore"":1,""locationID"":""JBLR"",""province"":""Ontario"",""sexID"":""U"",""weight"":32,""wing"":123,""comments"":null}"
"11023","38","233","2014-2","ID","Lotek4","Lotek","NTQB-3-2","","166.38","-0.5131","5.8985","0.0001","2.5","1403980961.0296","1565","","active","2014-07-26 20:05:00 +00:00","","1406405100","","","0.0","4760","Calidris fuscicollis","","Calidris fuscicollis","White-rumped Sandpiper","Bécasseau à croupion blanc","","245114102","metal band","51.79170000","-80.69170000","","","","","","","","","","","{""ageID"":""AHY"",""bill"":23.7,""blood"":""Y"",""country"":""Canada"",""culmen"":23.7,""fatScore"":3,""locationID"":""JBLR"",""province"":""Ontario"",""sexID"":""U"",""weight"":37,""wing"":118,""comments"":null}"
"11024","38","234","2014-2","ID","Lotek4","Lotek","NTQB-3-2","","166.38","-0.4543","5.8984","0.0001","2.5","1403980961.1016","1566","","active","2014-07-27 20:05:00 +00:00","","1406491500","","","0.0","4760","Calidris fuscicollis","","Calidris fuscicollis","White-rumped Sandpiper","Bécasseau à croupion blanc","","245114104","metal band","51.79170000","-80.69170000","","","","","","","","","","","{""ageID"":""AHY"",""bill"":21.5,""blood"":""Y"",""country"":""Canada"",""culmen"":21.5,""fatScore"":2,""locationID"":""JBLR"",""province"":""Ontario"",""sexID"":""U"",""weight"":36,""wing"":121,""comments"":null}"
"11025","38","235","2014-2","ID","Lotek4","Lotek","NTQB-3-2","","166.38","-0.7104","5.8983","0.0001","2.5","1403980961.1896","1567","","active","2014-07-27 20:05:00 +00:00","","1406491500","","","0.0","4760","Calidris fuscicollis","","Calidris fuscicollis","White-rumped Sandpiper","Bécasseau à croupion blanc","","245114105","metal band","51.79170000","-80.69170000","","","","","","","","","","","{""ageID"":""AHY"",""bill"":21.3,""blood"":""Y"",""country"":""Canada"",""culmen"":21.3,""fatScore"":2,""locationID"":""JBLR"",""province"":""Ontario"",""sexID"":""U"",""weight"":34,""wing"":119,""comments"":null}"
"11026","38","236","2014-2","ID","Lotek4","Lotek","NTQB-3-2","","166.38","-0.6091","5.8984","0.0001","2.5","1403980961.2696","1568","","active","2014-07-27 20:13:00 +00:00","","1406491980","","","0.0","4760","Calidris fuscicollis","","Calidris fuscicollis","White-rumped Sandpiper","Bécasseau à croupion blanc","","245114106","metal band","51.79170000","-80.69170000","","","","","","","","","","","{""ageID"":""AHY"",""bill"":22.9,""blood"":""Y"",""country"":""Canada"",""culmen"":22.9,""fatScore"":3,""locationID"":""JBLR"",""province"":""Ontario"",""sexID"":""U"",""weight"":44,""wing"":123,""comments"":null}"
"11027","38","237","2014-2","ID","Lotek4","Lotek","NTQB-3-2","","166.38","-0.8589","5.8984","0.0001","2.5","1403980961.3616","1569","","active","2014-07-27 10:30:00 +00:00","","1406457000","","","0.0","4670","Calidris canutus","","Calidris canutus","Red Knot","Bécasseau maubèche","","125224201","metal band","51.79170000","-80.69170000","","","","","","","","","","","{""ageID"":""SY"",""bill"":35.7,""blood"":""Y"",""country"":""Canada"",""culmen"":35.7,""fatScore"":2,""locationID"":""JBLR"",""province"":""Ontario"",""sexID"":""U"",""weight"":146,""wing"":170,""comments"":null}"
"11028","38","238","2014-2","ID","Lotek4","Lotek","NTQB-3-2","","166.38","-0.5687","5.8983","0.0001","2.5","1403980961.4376","1570","","active","2014-07-27 20:13:00 +00:00","","1406491980","","","0.0","4760","Calidris fuscicollis","","Calidris fuscicollis","White-rumped Sandpiper","Bécasseau à croupion blanc","","245114108","metal band","51.79170000","-80.69170000","","","","","","","","","","","{""ageID"":""AHY"",""bill"":24.9,""blood"":""Y"",""country"":""Canada"",""culmen"":24.9,""fatScore"":2,""locationID"":""JBLR"",""province"":""Ontario"",""sexID"":""U"",""weight"":35,""wing"":123,""comments"":null}"
"11029","38","239","2014-2","ID","Lotek4","Lotek","NTQB-3-2","","166.38","-0.6476","5.8983","0.0001","2.5","1403980961.5296","1571","","active","2014-07-27 20:13:00 +00:00","","1406491980","","","0.0","4760","Calidris fuscicollis","","Calidris fuscicollis","White-rumped Sandpiper","Bécasseau à croupion blanc","","245114110","metal band","51.79170000","-80.69170000","","","","","","","","","","","{""ageID"":""AHY"",""bill"":21.7,""blood"":""Y"",""country"":""Canada"",""culmen"":21.7,""fatScore"":1,""locationID"":""JBLR"",""province"":""Ontario"",""sexID"":""U"",""weight"":39,""wing"":123,""comments"":null}"
"11030","38","240","2014-2","ID","Lotek4","Lotek","NTQB-3-2","","166.38","-0.7334","5.8984","0.0001","2.5","1403980961.6096","1572","","active","2014-07-27 09:17:00 +00:00","","1406452620","","","0.0","4760","Calidris fuscicollis","","Calidris fuscicollis","White-rumped Sandpiper","Bécasseau à croupion blanc","","245114111","metal band","51.79170000","-80.69170000","","","","","","","","","","","{""ageID"":""AHY"",""bill"":23.3,""blood"":""Y"",""country"":""Canada"",""culmen"":23.3,""fatScore"":3,""locationID"":""JBLR"",""province"":""Ontario"",""sexID"":""U"",""weight"":42,""wing"":125,""comments"":null}"
"11031","38","241","2014-2","ID","Lotek4","Lotek","NTQB-3-2","","166.38","-0.4905","5.8984","0.0001","2.5","1403980961.6896","1573","","active","2014-07-27 09:17:00 +00:00","","1406452620","","","0.0","4760","Calidris fuscicollis","","Calidris fuscicollis","White-rumped Sandpiper","Bécasseau à croupion blanc","","245114112","metal band","51.79170000","-80.69170000","","","","","","","","","","","{""ageID"":""AHY"",""bill"":26.5,""blood"":""Y"",""country"":""Canada"",""culmen"":26.5,""fatScore"":3,""locationID"":""JBLR"",""province"":""Ontario"",""sexID"":""U"",""weight"":38,""wing"":126,""comments"":null}"
"11032","38","242","2014-2","ID","Lotek4","Lotek","NTQB-3-2","","166.38","-0.6225","5.8984","0.0001","2.5","1403980961.7696","1574","","active","2014-07-27 09:17:00 +00:00","","1406452620","","","0.0","4760","Calidris fuscicollis","","Calidris fuscicollis","White-rumped Sandpiper","Bécasseau à croupion blanc","","245114113","metal band","51.79170000","-80.69170000","","","","","","","","","","","{""ageID"":""AHY"",""bill"":23.6,""blood"":""Y"",""country"":""Canada"",""culmen"":23.6,""fatScore"":3,""locationID"":""JBLR"",""province"":""Ontario"",""sexID"":""U"",""weight"":39,""wing"":119,""comments"":null}"
"11033","38","243","2014-2","ID","Lotek4","Lotek","NTQB-3-2","","166.38","-0.6028","5.8984","0.0001","2.5","1403980961.8576","1575","","active","2014-08-01 20:51:00 +00:00","","1406926260","","","0.0","4760","Calidris fuscicollis","","Calidris fuscicollis","White-rumped Sandpiper","Bécasseau à croupion blanc","","245114117","metal band","51.79170000","-80.69170000","","","","","","","","","","","{""ageID"":""AHY"",""bill"":23.6,""blood"":""Y"",""country"":""Canada"",""culmen"":23.6,""fatScore"":3,""locationID"":""JBLR"",""province"":""Ontario"",""sexID"":""U"",""weight"":43,""wing"":121,""comments"":null}"
"11034","38","244","2014-2","ID","Lotek4","Lotek","NTQB-3-2","","166.38","-0.7941","5.8984","0.0001","2.5","1403980961.9336","1576","","active","2014-08-01 20:51:00 +00:00","","1406926260","","","0.0","4760","Calidris fuscicollis","","Calidris fuscicollis","White-rumped Sandpiper","Bécasseau à croupion blanc","","245114118","metal band","51.79170000","-80.69170000","","","","","","","","","","","{""ageID"":""AHY"",""bill"":23.8,""blood"":""Y"",""country"":""Canada"",""culmen"":23.8,""fatScore"":1,""locationID"":""JBLR"",""province"":""Ontario"",""sexID"":""U"",""weight"":37,""wing"":123,""comments"":null}"
"11035","38","245","2014-2","ID","Lotek4","Lotek","NTQB-3-2","","166.38","0.1536","5.8984","0.0001","2.5","1403980962.0136","1577","","active","2014-08-01 16:52:00 +00:00","","1406911920","","","0.0","4690","Calidris pusilla","","Calidris pusilla","Semipalmated Sandpiper","Bécasseau semipalmé","","246107960","metal band","51.79170000","-80.69170000","","","","","","","","","","","{""ageID"":""AHY"",""bill"":20.2,""blood"":""Y"",""country"":""Canada"",""culmen"":20.2,""fatScore"":4,""locationID"":""JBLR"",""province"":""Ontario"",""sexID"":""U"",""weight"":28,""wing"":95,""comments"":null}"
"11036","38","246","2014-2","ID","Lotek4","Lotek","NTQB-3-2","","166.38","-0.7729","5.8984","0.0001","2.5","1403980962.0976","1578","","active","2014-08-02 09:46:00 +00:00","","1406972760","","","0.0","4690","Calidris pusilla","","Calidris pusilla","Semipalmated Sandpiper","Bécasseau semipalmé","","246107961","metal band","51.79170000","-80.69170000","","","","","","","","","","","{""ageID"":""AHY"",""bill"":18.8,""blood"":""Y"",""country"":""Canada"",""culmen"":18.8,""fatScore"":3,""locationID"":""JBLR"",""province"":""Ontario"",""sexID"":""U"",""weight"":24,""wing"":91,""comments"":null}"
"11037","38","247","2014-2","ID","Lotek4","Lotek","NTQB-3-2","","166.38","0.0661","5.8984","0.0001","2.5","1403980962.1856","1579","","active","2014-08-02 09:46:00 +00:00","","1406972760","","","0.0","4690","Calidris pusilla","","Calidris pusilla","Semipalmated Sandpiper","Bécasseau semipalmé","","246107962","metal band","51.79170000","-80.69170000","","","","","","","","","","","{""ageID"":""AHY"",""bill"":19.9,""blood"":""Y"",""country"":""Canada"",""culmen"":19.9,""fatScore"":4,""locationID"":""JBLR"",""province"":""Ontario"",""sexID"":""U"",""weight"":25,""wing"":99,""comments"":null}"
"11038","38","248","2014-2","ID","Lotek4","Lotek","NTQB-3-2","","166.38","0.2337","5.8983","0.0001","2.5","1403980962.2576","1580","","active","2014-08-03 09:47:00 +00:00","","1407059220","","","0.0","4690","Calidris pusilla","","Calidris pusilla","Semipalmated Sandpiper","Bécasseau semipalmé","","246107963","metal band","51.79170000","-80.69170000","","","","","","","","","","","{""ageID"":""AHY"",""bill"":20.2,""blood"":""Y"",""country"":""Canada"",""culmen"":20.2,""fatScore"":4,""locationID"":""JBLR"",""province"":""Ontario"",""sexID"":""U"",""weight"":24,""wing"":97,""comments"":null}"
"11039","38","249","2014-2","ID","Lotek4","Lotek","NTQB-3-2","","166.38","-0.1209","5.8983","0.0001","2.5","1403980962.3376","1581","","active","2014-08-06 10:36:00 +00:00","","1407321360.0000002","","","0.0","4690","Calidris pusilla","","Calidris pusilla","Semipalmated Sandpiper","Bécasseau semipalmé","","246107978","metal band","51.79170000","-80.69170000","","","","","","","","","","","{""ageID"":""AHY"",""bill"":19.1,""blood"":""Y"",""country"":""Canada"",""culmen"":19.1,""fatScore"":4,""locationID"":""JBLR"",""province"":""Ontario"",""sexID"":""U"",""weight"":27,""wing"":95,""comments"":null}"
"11040","38","250","2014-2","ID","Lotek4","Lotek","NTQB-3-2","","166.38","-0.0904","5.8984","0.0001","2.5","1403980962.4176","1582","","active","2014-08-06 10:36:00 +00:00","","1407321360.0000002","","","0.0","4690","Calidris pusilla","","Calidris pusilla","Semipalmated Sandpiper","Bécasseau semipalmé","","246107977","metal band","51.79170000","-80.69170000","","","","","","","","","","","{""ageID"":""AHY"",""bill"":17.2,""blood"":""Y"",""country"":""Canada"",""culmen"":17.2,""fatScore"":2,""locationID"":""JBLR"",""province"":""Ontario"",""sexID"":""U"",""weight"":25,""wing"":95,""comments"":null}"
"11041","38","251","2014-2","ID","Lotek4","Lotek","NTQB-3-2","","166.38","-0.115","5.8985","0.0001","2.5","1403980962.4936","1583","","active","2014-08-06 10:36:00 +00:00","","1407321360.0000002","","","0.0","4690","Calidris pusilla","","Calidris pusilla","Semipalmated Sandpiper","Bécasseau semipalmé","","246107979","metal band","51.79170000","-80.69170000","","","","","","","","","","","{""ageID"":""AHY"",""bill"":20.6,""blood"":""Y"",""country"":""Canada"",""culmen"":20.6,""fatScore"":5,""locationID"":""JBLR"",""province"":""Ontario"",""sexID"":""U"",""weight"":32,""wing"":96,""comments"":null}"
"11042","38","252","2014-2","ID","Lotek4","Lotek","NTQB-3-2","","166.38","0.0822","5.8984","0.0001","2.5","1403980962.5856","1584","","active","2014-08-07 10:37:00 +00:00","","1407407820","","","0.0","4690","Calidris pusilla","","Calidris pusilla","Semipalmated Sandpiper","Bécasseau semipalmé","","246107980","metal band","51.79170000","-80.69170000","","","","","","","","","","","{""ageID"":""AHY"",""bill"":17.8,""blood"":""Y"",""country"":""Canada"",""culmen"":17.8,""fatScore"":4,""locationID"":""JBLR"",""province"":""Ontario"",""sexID"":""U"",""weight"":26,""wing"":98,""comments"":null}"
"11043","38","253","2014-2","ID","Lotek4","Lotek","NTQB-3-2","","166.38","-0.0581","5.8983","0.0001","2.5","1403980962.6656","1585","","active","2014-08-07 09:13:00 +00:00","","1407402780","","","0.0","4690","Calidris pusilla","","Calidris pusilla","Semipalmated Sandpiper","Bécasseau semipalmé","","246107981","metal band","51.79170000","-80.69170000","","","","","","","","","","","{""ageID"":""AHY"",""bill"":19.7,""blood"":""Y"",""country"":""Canada"",""culmen"":19.7,""fatScore"":6,""locationID"":""JBLR"",""province"":""Ontario"",""sexID"":""U"",""weight"":36,""wing"":96,""comments"":null}"
